entity_id,summary,biography,contribution,level
purandara-acharya,"Учёный ачарья-преданный, спутник Шри Чайтаньи, посвятивший учёность служению Господу.","Шри Пурандара — учёный ачарья и преданный спутник Шри Чайтаньи Махапрабху, посвятивший свою учёность служению Господу.","Пурандара, наделённый учёностью и преданностью, служил Господу и наставлял в духовной жизни. Свою мудрость он смиренно обращал на прославление Бога. Его жизнь являет образец ачарьи, чья учёность неотделима от преданности.",gold
purushottama-dasa,"Преданный спутник Господа, всем сердцем посвятивший себя служению Махапрабху и Нитьянанде.","Шри Пурушоттама дас — преданный спутник Господа, всем сердцем посвятивший себя служению Шри Чайтанье и Нитьянанде Прабху.","Пурушоттама дас являл образец беззаветной, простой преданности, считая Господа всем для себя. Он служил Махапрабху и распространял Его милость, не ища ничего для себя. Его жизнь учит, что чистая, бесхитростная любовь к Богу — высшее достояние души.",gold
purushottama-tirtha,"Ачарья-санньяси Мадхва-линии; звено преемственности, связующее традицию Мадхвы с Мадхавендрой Пури и Шри Чайтаньей.","Шри Пурушоттама Тиртха — ачарья-санньяси Мадхва-сампрадаи и звено в цепи ученической преемственности, связующей традицию Мадхвы с Мадхавендрой Пури и Шри Чайтаньей.","Пурушоттама Тиртха хранил и передавал вайшнавское учение, наставляя следующих ачарьев линии. Через эту преемственность чистая сиддханта дошла до Мадхавендры Пури, в котором проявилось сокровенное настроение любви к Богу, расцветшее затем в играх Господа Гауранги. Его служение являет великую важность непрерывной передачи духовного знания.",gold
putana,"Ведьма, убитая младенцем Кришной.","Демоны и ракшасы, противостоявшие Господу, по высшему замыслу обрели освобождение, будучи сражены Его рукой. Ведьма, убитая младенцем Кришной.",Сражён Господом и по Его милости обрёл освобождение.,gold
radha-ramana,"Шри Шри Радха-Раман — самопроявленное (свайам-вьякта) Божество Кришны, проявившееся Шриле Гопале Бхатте Госвами; одно из изначальных Божеств Вриндавана, имя которого означает «Тот, кто дарует радость Радхе».","Радха-Раман — самопроявившееся Божество Кришны в трёхизогнутой (трибханга) форме флейтиста, явившееся из шалаграма-шилы по молитве Шрилы Гопалы Бхатты Госвами, одного из шести Госвами Вриндавана. Божество проявилось в полнолуние месяца Вайшакха в 1542 году, на следующий день после Нрисимха-чатурдаши, и было названо Госвами «Шри Радха-Раман Дева». Это одно из немногих изначальных Божеств Госвами, по сей день остающихся во Вриндаване.","Центральное Божество храма Радха-Рамана — одного из Семи храмов Госвами; средоточие непрерывной традиции поклонения, хранимой потомственными семьями севаитов в линии Гопалы Бхатты Госвами.",gold
radhanath-swami,Основатель общины Радха-Гопинатха в Мумбаи и вдохновитель эко-деревни Говардхан; автор знаменитой автобиографии «Путешествие домой».,"Шрила Радханатха Свами — ученик Шрилы Прабхупады, чей духовный поиск привёл его из Америки через Гималаи к стопам учителя; этот путь он описал в знаменитой автобиографии «Путешествие домой». Он основал процветающую общину Радха-Гопинатха в Мумбаи и вдохновил создание эко-деревни Говардхан, а также множество проектов служения обществу.","Радханатха Свами соединил глубину духовной жизни с деятельным состраданием: вдохновлённые им общины ведут больницы, программы раздачи пищи и заботы о земле. Его книга «Путешествие домой» привела многих людей к духовному пути.",gold
raghava-goswami,"Преданный-автор, посвятивший своё перо прославлению Господа и Его игр.","Шри Рагхава Госвами — преданный и автор, посвятивший своё перо прославлению Господа и сладости Его игр.","Рагхава Госвами обращал свой дар слова на воспевание Господа и наставление преданных в духовной жизни. Его труды служили сохранению и распространению учения о любви к Богу. Он являет образец вайшнава, для которого писательство — форма преданного служения.",gold
raghava-puri,"Отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи.","Шри Рагхава Пури — отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи Махапрабху.","Рагхава Пури, приняв уклад отречения, посвятил жизнь поклонению Господу и святым странствиям. Он являл идеал санньяси-вайшнава, оставившего мир ради Бога. Его жизнь учит, что отречение венчается преданностью Господу.",gold
raghu-mishra,"Брахман-преданный, спутник Шри Чайтаньи, посвятивший себя служению Господу.","Шри Рагху Мишра — брахман и преданный спутник Шри Чайтаньи Махапрабху, посвятивший себя служению Господу.","Рагху Мишра, благочестивый брахман, служил Господу и Его преданным. Свою учёность и благочестие он обращал на прославление Бога. Его жизнь являет образец брахмана-вайшнава.",gold
raghunatha-dvija,"Брахман-преданный, спутник Шри Чайтаньи, носящий имя Господа Рагхунатхи (Рамы).","Шри Рагхунатха Двиджа — брахман и преданный спутник Шри Чайтаньи Махапрабху, носящий имя Господа Рагхунатхи (Рамачандры).","Рагхунатха Двиджа, благочестивый брахман, посвятил себя служению Господу и памятованию о Нём. Нося имя Господа Рамы, он хранил в сердце Его образ. Его жизнь являет образец брахмана-вайшнава.",gold
raghunatha-puri,"Отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи.","Шри Рагхунатха Пури — отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи Махапрабху.","Рагхунатха Пури, приняв отречение, всецело посвятил себя поклонению Господу. Странствуя или пребывая в уединении, он хранил непрестанное памятование о Боге. Он являет идеал санньяси-вайшнава, для которого отречение — средство всецелого предания себя Господу.",gold
rajani-de,"Мать Шрилы Прабхупады, благочестивая вайшнави Калькутты; она ушла из мира, когда сыну было четырнадцать.","Шри Раджани Деви — мать Шрилы Прабхупады и супруга Гоура Мохана Де, благочестивая вайшнави из Калькутты. По бенгальскому обычаю она родила сына в доме своих родителей, и через несколько дней младенца Абхая принесли в родительский дом на Харрисон-роуд.","Раджани Деви заботливо растила Абхая в годы его детства. Желая сыну надёжного будущего, она настаивала на его прилежной учёбе и приставила к нему особого человека по имени Ямадхара, чтобы тот непременно провожал мальчика в школу. Она покинула этот мир, когда Абхаю было около четырнадцати лет. Её материнская забота в ранние годы стала частью того окружения чистой преданности, в котором рос будущий ачарья.",gold
rajendra-tirtha,"Ачарья Мадхва-сампрадаи в цепи ученической преемственности, ведущей к Шри Чайтанье.","Шри Раджендра Тиртха — ачарья Мадхва-сампрадаи и наставник в цепи ученической преемственности, ведущей к Шри Чайтанье.","Раджендра Тиртха хранил и передавал вайшнавское учение Мадхвачарьи, наставляя учеников и поддерживая традицию. Как звено в цепи преемственности, он способствовал тому, чтобы чистая сиддханта дошла до эпохи Господа Гауранги. Его служение являет важность непрерывной передачи духовного знания.",gold
rama-dasa,Преданный спутник Шри Чайтаньи; его имя означает «слуга Господа Рамы».,Шри Рама дас — преданный спутник Шри Чайтаньи Махапрабху. Его имя означает «слуга Господа Рамы».,"Рама дас, верный своему имени, посвятил себя служению Господу. Преданный Махапрабху, он хранил в сердце памятование о Господе и воспевал святое имя. Близость к Господу была для него высшим благом.",gold
rama-pandit,"Учёный пандит-преданный, спутник Шри Чайтаньи, носящий имя Господа Рамы.","Шри Рама Пандит — учёный пандит и преданный спутник Шри Чайтаньи Махапрабху, носящий имя Господа Рамы.","Рама Пандит, наделённый учёностью и преданностью, служил Господу и участвовал в собраниях преданных. Свою мудрость он смиренно обращал на прославление Бога. Его жизнь являет образец пандита-вайшнава.",gold
rama-tirtha,"Отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи.","Шри Рама Тиртха — отрёкшийся вайшнав-санньяси, связанный с играми Шри Чайтаньи Махапрабху.","Рама Тиртха, приняв уклад отречения, посвятил жизнь поклонению Господу и хранению вайшнавской традиции. Он являл идеал санньяси, оставившего мир ради любви к Богу. Его жизнь учит, что отречение венчается преданностью Господу.",gold
ramachandra-kaviraja,Рамачандра Кавираджа — близкий ученик Шринивасы Ачарьи и дражайший спутник Нароттамы даса Тхакура.,Ачарьи вайшнавской традиции хранят и раскрывают учение о преданности Господу. Спутник Шринивасы Ачарьи.,Хранитель и проповедник учения о преданности Господу.,gold
ramachandra-puri,"Санньяси, ученик Мадхавендры Пури, прославившийся склонностью к поиску недостатков; его история — предостережение.","Шри Рамачандра Пури — санньяси, ученик Мадхавендры Пури. Его жизнь служит наставлением о том, сколь опасен изъян осуждения других, даже для возвышенного по положению.","Отойдя от духа своего учителя, Рамачандра Пури приобрёл склонность выискивать недостатки. В Пури он досаждал Шри Чайтанье, порицая Его поведение и трапезу, но Господь терпеливо сносил это и даже ограничил Себя в еде, преподав урок смирения. Его пример приводят как предостережение против оскорбления чистых преданных.",gold
ramadas-193,Преданный спутник Шри Чайтаньи; его имя означает «слуга Господа Рамы».,Шри Рамадас — преданный спутник Шри Чайтаньи Махапрабху. Его имя означает «слуга Господа Рамы».,"Рамадас, преданный Господу, служил Ему с любовью и участвовал в собраниях преданных. Нося имя слуги Господа Рамы, он жил в преданности. Его преданность Махапрабху прославляется в традиции.",gold
ramadasa-abhirama,Могучий спутник Нитьянанды из двадаша-гопала (Абхирама Тхакур); прославлен силой своей преданности.,"Шри Рамадаса Абхирама (Абхирама Тхакур) — один из двенадцати главных спутников (двадаша-гопала) Нитьянанды Прабху, прославленный необычайной силой своей преданности.","Преданность Абхирамы Тхакура была столь могущественна, что, по преданию, от его смиренных поклонов раскалывался камень. Беззаветно преданный Нитьянанде, он широко распространял Его милость и пробуждал любовь к Богу в сердцах людей. Его жизнь являет, сколь велика сила чистой преданности возвышенного вайшнава.",gold
ramai,"Преданный слуга Нитьянанды Прабху, с любовью служивший Господу.","Шри Рамай — преданный слуга Нитьянанды Прабху, с любовью служивший Господу в Его повседневных играх.","Рамай посвятил себя личному служению Нитьянанде, заботясь о Его нуждах с усердием и любовью. Его смиренная преданность являет образец слуги, для которого нет большей радости, чем угождать Господу. Служение Нитьянанде было для него самой жизнью.",gold
ramananda-vasu,"Преданный Кулинаграмы, сын Сатьяраджи Кхана; верно служил Шри Чайтанье вместе со своим семейством.","Шри Рамананда Васу — преданный из Кулинаграмы, сын Сатьяраджи Кхана. Вместе со своим семейством он верно служил Шри Чайтанье Махапрабху.","Рамананда Васу принадлежал к прославленному роду преданных Кулинаграмы, особо любимому Господом. Вместе с отцом и родными он служил Махапрабху и нёс в сердце Его наставления о служении вайшнавам и воспевании святого имени. Его жизнь являет благословение наследственной преданности Богу.",gold
ramanatha-natha,"Преданный спутник Шри Чайтаньи; его имя — имя Господа Рамы, владыки.",Шри Раманатха — преданный спутник Шри Чайтаньи Махапрабху. Его имя означает «владыка Рама».,"Раманатха, преданный Господу, служил Ему с верностью и хранил памятование о Нём. Нося имя Господа Рамы, он жил в преданности. Его преданность Махапрабху прославляется в традиции как образец служения Господу.",gold
rasikananda,"Виднейший ученик Шьямананды; могучий проповедник, обративший в Ориссе тысячи людей.",Шри Расикананда — виднейший ученик Шьямананды Пандита и могучий проповедник Гаудия-вайшнавизма в Ориссе.,"Расикананда обратил в преданность бесчисленное множество людей, и сила его духовного присутствия была столь велика, что, по преданию, даже свирепые звери — тигр и слон — смирялись перед ним. Он основал множество центров и распространил учение Гаудиев по всей Ориссе, явив образец сострадательного проповедника, несущего благо всем существам.",gold
ratnabahu,"Преданный благословенного рода, связанного с играми Господа; его имя означает «драгоценнорукий».","Шри Ратнабаху — преданный из благословенного рода, связанного с играми Господа. Его имя означает «драгоценнорукий».","Ратнабаху, благочестивый и преданный, принадлежал к роду, освящённому связью с Господом. Своей преданностью он поддерживал духовные устои семьи и передавал их потомкам. Его жизнь являет благословение наследственной преданности Богу.",gold
ratnakara-pandit,"Преданный брахман-учёный благословенного рода, связанного с играми Господа; его имя означает «рудник самоцветов».","Шри Ратнакара Пандит — преданный брахман-учёный из благословенного рода, связанного с играми Господа. Его имя означает «рудник самоцветов».","Ратнакара Пандит, наделённый учёностью и преданностью, принадлежал к роду, освящённому связью с Господом. Подобно руднику, рождающему самоцветы, его род являл драгоценную преданность Богу. Своим благочестием он поддерживал духовные устои семьи.",gold
ratnarekha,"Гопи Вриндавана, преданная Кришне в мадхурья-расе; её имя означает «украшенная самоцветами».","Шри Ратнарекха-гопи — одна из гопи Вриндавана, преданная Шри Кришне в настроении супружеской любви. Её имя связано с блеском драгоценных камней.","Ратнарекха всем сердцем предана Кришне и служит Ему и Шримати Радхарани. Её любовь являет сладость мадхурья-расы — высшего из настроений преданности, в котором сердце всецело поглощено Господом.",gold
ratnavali-devi,"Гопи Вриндавана, преданная Кришне в мадхурья-расе; её имя означает «ожерелье из самоцветов».","Шри Ратнавали-деви — одна из гопи Вриндавана, преданная Шри Кришне в настроении супружеской любви. Её имя означает «ожерелье из самоцветов».","Ратнавали всем сердцем предана Кришне и служит Ему и Шримати Радхарани в сокровенных играх Враджа. Её любовь являет сладость мадхурья-расы — высшего из настроений преданности, в котором душа целиком отдаёт себя Господу.",gold
ratnavati-devi,Преданная из круга Шри Чайтаньи; её имя означает «подобная самоцвету».,"Шримати Ратнавати-деви — преданная из круга Шри Чайтаньи Махапрабху. Её имя означает «подобная самоцвету, украшенная драгоценностями».","Ратнавати-деви, благочестивая и преданная, посвятила себя служению Господу. Подобно драгоценному камню, её преданность сияла чистотой. Её сердце было всецело обращено к Господу.",gold
ravana,Демон-царь Ланки.,"Демоны и ракшасы, противостоявшие Господу, по высшему замыслу обрели освобождение, будучи сражены Его рукой. Демон-царь Ланки.",Сражён Господом и по Его милости обрёл освобождение.,gold
ravindra-svarupa-das,"Старший ученик Шрилы Прабхупады, богослов из Филадельфии; один из главных вдохновителей реформ управления ИСККОН, многолетний член и председатель Джи-би-си.","Шри Равиндра Сварупа дас (Уильям Дедуайлер) — старший ученик Шрилы Прабхупады, получивший докторскую степень по религиоведению. Многие десятилетия он возглавлял общину ИСККОН в Филадельфии и стал одной из ключевых фигур в укреплении и реформировании системы управления движением.","Равиндра Сварупа Прабху сыграл важнейшую роль в реформах 1980-х годов, приведших систему духовного руководства ИСККОН в соответствие с наставлениями Шрилы Прабхупады. Многие годы он служил членом Руководящего совета и его председателем, а как вдумчивый богослов и эссеист помог движению осмыслить себя и сохранить верность основателю-ачарье.",gold
revati,"Вечная супруга Господа Баларамы, дочь царя Какудми из эпохи Сатья-юги.","Шримати Ревати — вечная супруга Господа Баларамы и дочь царя Какудми. Хотя она родилась в глубокой древности, по воле Господа стала супругой Баларамы много эпох спустя.","Отец Ревати, царь Какудми, взял её на Брахмалоку, чтобы найти достойного жениха, но, вернувшись, обнаружил, что на земле сменились эпохи. По совету Брахмы он отдал Ревати в жёны Господу Балараме. Как Его вечная спутница, она разделяет игры Господа в настроении супружеской преданности.",gold
romapada-swami,Старший ученик Шрилы Прабхупады и многолетний член Джи-би-си в Северной Америке; известен систематическими лекциями по «Шримад-Бхагаватам» и заботливым духовным руководством.,"Шрила Ромапада Свами впервые соприкоснулся с сознанием Кришны в 1969 году, услышав в Университете штата Нью-Йорк в Буффало лекцию Шрилы Прабхупады. На следующий год он присоединился к движению в Бостоне, а в 1971 году принял посвящение. Будучи студентом подготовительного медицинского курса, он без колебаний оставил мирскую карьеру ради всецелого посвящения духовному пути. В 1983 году он принял санньясу, а в 1985 году стал дикша-гуру.","Десятилетиями Махарадж нёс служение руководства в Северной Америке: распространение книг, проповедь в университетах, президентство в храмах Манхэттена и Бруклина. С 1992 года он служит членом Джи-би-си, а долгие годы возглавлял Исполнительный комитет Северной Америки. Преданные ценят его за глубокие, выстроенные шаг за шагом лекции по «Шримад-Бхагаватам» и за то, как бережно он растит и поддерживает учеников.",gold
rudra-pandit,"Учёный пандит-преданный, спутник Шри Чайтаньи, посвятивший учёность служению Господу.","Шри Рудра Пандит — учёный пандит и преданный спутник Шри Чайтаньи Махапрабху, посвятивший свою учёность служению Господу.","Рудра Пандит, наделённый учёностью и преданностью, служил Господу и участвовал в собраниях преданных. Свою мудрость он смиренно обращал на прославление Бога. Его жизнь являет образец пандита-вайшнава.",gold
sacinandana-swami,"Известный учитель медитации на святое имя в линии Шрилы Прабхупады; автор книг о джапе и о сладости игр Радхи и Кришны, вдохновитель ретритов по совместному воспеванию.","Шрила Шачинандана Свами родом из Германии; он присоединился к ИСККОН в начале 1970-х годов и со временем стал санньяси и духовным учителем. Особую известность он снискал как наставник в искусстве повторения святого имени — джапы — и как проводник ретритов по совместному воспеванию во Вриндаване, Майяпуре и Европе.",Махарадж посвятил себя углублению внимательной молитвы: его книги — среди них «Нектар Говинда-лилы» и труды об искусстве воспевания — помогают преданным обрести вкус к святому имени. Его многодневные ретриты по джапе вдохновляют тысячи практикующих по всему миру серьёзнее и сосредоточеннее повторять имена Господа.,gold
sadashiva-kaviraja,"Великий преданный и врачеватель, отец Пурушоттамы даса; его род удостоился особой милости Господа.","Шри Садашива Кавираджа — великий преданный и искусный врачеватель, отец чистого преданного Пурушоттамы даса. Его семья удостоилась особой милости Господа.","Садашива Кавираджа был всем сердцем предан Шри Чайтанье и Нитьянанде, и его преданность была столь чиста, что Господь даровал особую милость всему его роду. Отец преданного Пурушоттамы даса, он являл образец семейного человека, посвятившего и себя, и своих потомков служению Богу. Его жизнь учит, что преданность освящает целые поколения.",gold
sampati,"Старший брат Джатаю, царь птиц; лишённый крыльев, он указал ванарам, где за океаном Равана держит Ситу.","Шри Сампати — могучая птица, старший брат доблестного Джатаю. В давние времена, заслоняя младшего брата от палящего солнца, он опалил свои крылья и с тех пор не мог летать, обитая на берегу океана.","Когда ванары, искавшие Ситу, в отчаянии достигли южного берега и помянули павшего Джатаю, Сампати услышал имя брата. Узнав о его гибели от руки Раваны, он своим зорким птичьим взором разглядел за океаном Ланку и пленённую Ситу и указал ванарам путь. Так птица, неспособная летать, направила войско Господа к цели. Его помощь — пример того, как даже немощный обретает величие на служении делу Рамы.",gold
sanat-kumara,"Один из четырёх вечно юных Кумаров, сыновей Брахмы; махаджана и великий знаток преданного служения.","Шри Санат-кумар — один из четырёх Кумаров (Санака, Санатана, Санандана и Санат-кумар), вечно юных сыновей Брахмы. Он почитается как махаджана — авторитет в науке преданного служения.","Кумары, рождённые первыми сыновьями Брахмы, избрали путь отречения и преданности, навеки оставшись юными мудрецами. Достигнув Вайкунтхи, они были покорены ароматом лотосных стоп Господа, и сладость преданности пробудилась в их сердцах. Как один из двенадцати махаджан, Санат-кумар являет образец авторитета в духовной науке.",gold
sanatana-mishra,"Почтенный брахман Навадвипы, отец Вишнуприи-деви; удостоился чести стать тестем Самого Господа.","Шри Санатана Мишра — почтенный и учёный брахман Навадвипы, отец Вишнуприи-деви, второй супруги Шри Чайтаньи Махапрабху.","Санатана Мишра удостоился редчайшей удачи — отдать свою дочь Вишнуприю в жёны Самому Верховному Господу. Благочестивый и преданный, он являет образец достойного главы семьи, чей дом осенён связью с Господом. Через его дочь его род навеки вошёл в священную летопись игр Махапрабху.",gold
sandipani,"Духовный учитель Кришны и Баларамы, обучивший Их шестидесяти четырём искусствам; ему Господь вернул погибшего сына как гуру-дакшину.","Шри Сандипани Муни — духовный учитель Кришны и Баларамы в Авантипуре. Хотя Кришна — Сам Верховный Господь, Он принял Сандипани Своим гуру, чтобы показать миру важность духовного учителя.","У Сандипани Муни Кришна и Баларама всего за шестьдесят четыре дня в совершенстве изучили все Веды и шестьдесят четыре искусства, явив идеал ученика. В уплату за обучение (гуру-дакшину) Кришна по просьбе учителя вернул из обители смерти его давно погибшего сына, показав, сколь велик долг перед духовным учителем.",gold
sanjaya,"Вестник, наделённый божественным зрением, поведавший слепому Дхритараштре ход битвы и «Бхагавад-гиту».","Шри Санджая — мудрый советник и колесничий слепого царя Дхритараштры. Милостью Вьясадевы он обрёл божественное зрение, чтобы поведать царю о битве на Курукшетре.","Наделённый божественным видением, Санджая описывал слепому Дхритараштре всё, что происходило на поле битвы, и так донёс до него священную беседу Кришны и Арджуны — «Бхагавад-гиту». Его заключительные слова провозглашают: там, где Кришна и Арджуна, — победа и благо. Санджая являет образец верного и беспристрастного вестника истины.",gold
sankarsana-das,"Ученик Шрилы Прабхупады и духовный наставник; основатель ежедневного «Курса высшего самопознания», рассылаемого ученикам по всему миру.","Шри Санкаршан дас Адхикари — ученик Шрилы Прабхупады, посвятивший себя обучению сознанию Кришны. Из Остина (Техас) он непрестанно странствует с проповедью и создал ежедневный курс уроков самопознания, который получают тысячи людей по всему миру.","Главное служение Санкаршана Прабху — «Курс высшего самопознания»: ежедневные уроки по электронной почте, которыми он многие годы вдохновляет учеников на разных континентах. Странствуя по миру, он даёт семинары и лекции по «Бхагавад-гите», помогая людям сделать духовную практику устойчивой и осмысленной частью жизни.",gold
sankarshana,"Вторая из чатур-вьюхи, повелевающая ложным эго; источник Пуруша-аватар, связанный с Баларамой и Анантой.","Господь Санкаршана — вторая из чатур-вьюхи, повелевающая ложным эго (аханкарой). Он связан с Баларамой и Анантой-Шешей и является источником Пуруша-аватар.","Именно из Санкаршаны исходит Маха-Вишну и начинается материальное творение. В образе Ананты-Шеши Он держит на Себе бесчисленные вселенные и служит Господу в бесчисленных формах. Как часть чатур-вьюхи, Санкаршана — полное распространение изначального Господа.",gold
satrajit,"Преданный бога Солнца из рода Яду, владелец камня Сьямантака и отец Сатьябхамы.","Шри Махараджа Сатраджит — член рода Яду и преданный бога Солнца, от которого он получил чудесный камень Сьямантака, ежедневно производивший золото.","Когда брат Сатраджита Прасена погиб, а камень Сьямантака исчез, на Кришну пало ложное подозрение в его похищении. Кришна разыскал камень, очистил Своё имя и вернул его Сатраджиту. Раскаявшись в своём подозрении, Сатраджит с радостью отдал Кришне в жёны свою дочь Сатьябхаму вместе с драгоценным камнем.",gold
satsvarupa-das-goswami,Один из первых учеников и личный секретарь Шрилы Прабхупады; автор канонической многотомной биографии «Шрила Прабхупада-лиламрита» и многих книг о преданном служении.,"Шрила Сатсварупа дас Госвами — один из самых ранних учеников Шрилы Прабхупады на Западе и его доверенный личный секретарь. Редактор журнала «Обратно к Богу», плодовитый автор, в 1977 году он вошёл в число первых ачарьев, продолживших линию Прабхупады. Главный его труд — авторизованная многотомная биография «Шрила Прабхупада-лиламрита», ставшая основным источником сведений о жизни Ачарьи-основателя ИСККОН.","Своим пером Сатсварупа дас Госвами сохранил для будущих поколений живой образ Шрилы Прабхупады. «Шрила Прабхупада-лиламрита» и десятки других его книг по садхане, наставничеству и духовной жизни служат опорой для преданных всего мира.",gold
satyaki,"Ююдхана — воин рода Яду, ученик Арджуны и преданный Господа Кришны; великий герой Пандавов, павший в распре Ядавов.","Шри Сатьяки, известный также как Ююдхана, — могучий воин династии Яду, ученик Арджуны в военном искусстве и беззаветно преданный Господу Кришне. В великой войне он сражался на стороне Пандавов как один из их главных героев.","«Бхагавад-гита» называет Ююдхану среди воинов, равных в бою Бхиме и Арджуне. На Курукшетре он совершил множество подвигов, защищая Пандавов. Позже, когда роду Яду настал срок уйти, во время хмельной ссоры в Прабхасе Сатьяки сразил Критаварму и сам пал в той распре — гибели династии Яду, описанной в «Шримад-Бхагаватам».",gold
